Customer_ID,First_Name,Last_Name,Email,Phone,Membership_Levl,Points,Join_Date ,Last_Visit,Preferred_Theater_ID,Total_Spend,Visit_Frequency,Customer_Status,Preferred_Genre,Helper_Date,Helper_Customer_Status,Helper _Customer_Status distribution,New _ Helper_customer
476,Anatole,Welband,awelbandd7@sphinn.com,802-194-9541,Silver,686,29/03/2024,29/09/2024,6,678,2.4,Active,Thriller,45564,Post-Implementation,8,Active
477,Heath,Dinan,hdinand8@cafepress.com,516-627-3359,Gold,487,16/04/2024,23/01/2024,5,97,2.4,Active,Sci-Fi,45428,Post-Implementation,2,Active
478,Haleigh,McLaren,hmclarend9@networkadvertising.org,212-503-4253,Silver,606,31/05/2024,07/11/2024,5,1673,2.9,Active,Action,45603,Post-Implementation,1,Active
479,Camel,Collett,ccollettda@columbia.edu,225-777-5343,Bronze,375,31/08/2023,05/03/2024,7,979,0.7,Active,Horror,45356,Post-Implementation,3,Active
480,Jeremias,Frotton,jfrottondb@yellowpages.com,281-617-1374,Bronze,957,21/05/2023,31/07/2024,5,913,1.2,Active,Family,45504,Implementation,1,Active
481,Anestassia,Gatley,agatleydc@xrea.com,513-531-2202,Gold,173,22/03/2024,13/09/2024,2,1436,0.8,Lapsed,Sci-Fi,45548,Post-Implementation,10,Lapsed
482,Ruthie,Mastrantone,rmastrantonedd@miitbeian.gov.cn,699-547-3720,Silver,82,16/12/2022,21/03/2024,4,1249,0.5,Lapsed,Thriller,45372,Pre-Implementation,1,Lapsed
483,Veriee,Hiland,vhilandde@infoseek.co.jp,745-194-8445,Silver,690,14/10/2023,26/09/2024,4,957,3.4,Active,Family,45561,Post-Implementation,8,Active
484,Susanetta,Mereweather,smereweatherdf@cyberchimps.com,265-165-3338,Gold,216,03/05/2022,07/06/2024,6,858,2.2,Reactivated,Action,45450,Pre-Implementation,10,Reactivated
485,Kerr,Burling,kburlingdg@php.net,953-650-8422,Gold,159,29/07/2023,26/04/2024,7,569,0.5,Active,Drama,45408,Post-Implementation,1,Active
486,Bethany,Wight,bwightdh@dyndns.org,637-115-3246,Gold,642,22/04/2023,04/08/2024,6,1643,1.4,Reactivated,Drama,45508,Implementation,9,Reactivated
487,Hilda,Gages,hgagesdi@123-reg.co.uk,904-294-2407,Gold,395,23/02/2022,31/07/2024,3,859,1.2,Lapsed,Action,45504,Pre-Implementation,6,Lapsed
488,Mikol,Burmingham,mburminghamdj@blogger.com,585-208-5110,Silver,942,05/09/2023,25/08/2024,7,612,3.1,Active,Documentary,45529,Post-Implementation,4,Active
489,Antin,Dimic,adimicdk@ucsd.edu,202-583-5796,Bronze,638,18/03/2023,02/06/2024,6,1611,0.9,Reactivated,Family,45445,Implementation,8,Reactivated
490,Christal,Arnoult,carnoultdl@marketwatch.com,352-711-0212,Silver,623,20/06/2023,20/08/2024,5,1008,1.8,Reactivated,Horror,45524,Implementation,8,Reactivated
491,Jacky,Kilmister,jkilmisterdm@sfgate.com,354-132-7501,Silver,280,05/06/2022,28/04/2024,3,876,3.6,Reactivated,Thriller,45410,Pre-Implementation,10,Reactivated
492,Elmo,Rusk,eruskdn@sfgate.com,137-344-4861,Silver,385,25/03/2024,06/12/2024,7,160,1.3,Active,Thriller,45632,Post-Implementation,4,Active
493,Tanitansy,Brennenstuhl,tbrennenstuhldo@soup.io,543-974-3919,Gold,211,17/08/2023,18/03/2024,4,1426,2.4,Active,Action,45369,Post-Implementation,1,Active
494,Bunnie,Volke,bvolkedp@tripod.com,581-614-9826,Silver,482,19/06/2023,23/10/2024,4,569,3.1,Lapsed,Family,45588,Implementation,10,Lapsed
495,Gisella,Gooke,ggookedq@devhub.com,584-763-5106,Bronze,276,21/03/2024,23/05/2024,7,648,1.7,Reactivated,Documentary,45435,Post-Implementation,9,Reactivated
496,Maximilien,Enrich,menrichdr@wunderground.com,656-431-7858,Bronze,238,14/04/2022,03/09/2024,2,1814,1.1,Lapsed,Family,45538,Pre-Implementation,3,Lapsed
497,Linet,Ansell,lansellds@tinyurl.com,881-625-8625,Bronze,899,11/02/2023,14/08/2024,6,1410,1.1,Active,Family,45518,Implementation,5,Active
498,Roana,Conneau,rconneaudt@pagesperso-orange.fr,283-896-4197,Gold,418,13/12/2023,06/02/2024,4,861,2.6,Active,Comedy,45328,Post-Implementation,6,Active
499,Cele,Youdell,cyoudelldu@blogspot.com,127-756-7472,Bronze,155,10/10/2024,10/07/2024,7,1469,2.9,Active,Action,45606,Post-Implementation,6,Active
500,Cristionna,Everwin,ceverwindv@blog.com,821-987-7104,Gold,447,25/04/2023,26/08/2024,3,960,2.8,Active,Thriller,45530,Implementation,2,Active
501,Libbie,Morewood,lmorewooddw@independent.co.uk,472-792-2671,Bronze,107,07/04/2023,09/09/2024,7,297,1.6,Active,Family,45544,Implementation,5,Active
502,Annabela,Emlyn,aemlyndx@feedburner.com,323-475-1748,Gold,208,28/10/2024,20/08/2024,1,1220,0.2,Active,Sci-Fi,45624,Post-Implementation,4,Active
503,Mirabella,Suddell,msuddelldy@deviantart.com,971-502-6957,Bronze,415,21/09/2023,23/06/2024,3,1026,3.4,Active,Drama,45466,Post-Implementation,5,Active
504,Jeanette,McLagan,jmclagandz@typepad.com,234-329-0499,Bronze,381,28/07/2023,22/07/2024,6,194,0.9,Active,Action,45495,Post-Implementation,2,Active
505,Bank,Getsham,bgetshame0@utexas.edu,618-495-9101,Gold,262,31/01/2022,19/05/2024,6,1551,0.6,Lapsed,Drama,45431,Pre-Implementation,4,Lapsed
506,Matilde,Fleckno,mflecknoe1@people.com.cn,569-446-8660,Silver,162,31/03/2023,07/09/2024,2,1340,2.7,Active,Action,45542,Implementation,7,Active
507,Davina,Knill,dknille2@va.gov,723-881-6946,Silver,236,01/01/2022,01/10/2024,6,310,1,Reactivated,Documentary,45566,Pre-Implementation,10,Reactivated
508,Augy,Longmuir,alongmuire3@arstechnica.com,181-218-2040,Bronze,400,26/07/2023,18/11/2024,2,587,1.3,Active,Documentary,45614,Post-Implementation,5,Active
509,Julio,Kellard,jkellarde4@japanpost.jp,133-312-5488,Silver,205,12/02/2022,11/01/2024,3,267,2.8,Lapsed,Horror,45302,Pre-Implementation,5,Lapsed
510,Lisette,Sieur,lsieure5@vinaora.com,209-338-2161,Gold,669,12/01/2024,24/04/2024,3,1927,3.9,Lapsed,Sci-Fi,45406,Post-Implementation,10,Lapsed
511,Waite,Whatman,wwhatmane6@t-online.de,273-109-2684,Bronze,326,27/09/2023,14/09/2024,1,88,2.7,Active,Sci-Fi,45549,Post-Implementation,2,Active
512,Stormie,McGraw,smcgrawe7@mysql.com,215-757-1265,Bronze,92,09/03/2023,11/09/2024,4,1847,3.1,Active,Thriller,45546,Implementation,6,Active
513,Daryle,Bungey,dbungeye8@usa.gov,690-797-1301,Bronze,293,18/10/2023,08/03/2024,7,559,3.3,Lapsed,Documentary,45359,Post-Implementation,10,Lapsed
514,Kaylil,Mithun,kmithune9@tiny.cc,511-839-1007,Bronze,584,09/01/2024,12/09/2024,1,388,3,Reactivated,Sci-Fi,45547,Post-Implementation,9,Reactivated
515,Keely,Willeman,kwillemanea@un.org,468-139-5679,Bronze,96,27/04/2024,15/02/2024,4,396,2.6,Active,Documentary,45439,Post-Implementation,6,Active
516,Griffy,Mitchelson,gmitchelsoneb@spotify.com,290-503-2584,Bronze,855,20/01/2023,26/03/2024,4,1135,1.4,Active,Horror,45377,Implementation,4,Active
517,Eldin,Remer,eremerec@yellowpages.com,485-735-5926,Gold,537,09/09/2023,10/03/2024,5,99,0.6,Active,Sci-Fi,45361,Post-Implementation,7,Active
518,Nikkie,McAlister,nmcalistered@accuweather.com,246-714-1420,Silver,60,27/07/2023,07/03/2024,6,1613,2.2,Active,Sci-Fi,45358,Post-Implementation,2,Active
519,Harwell,Odom,hodomee@shareasale.com,821-238-0133,Gold,86,15/12/2023,27/07/2024,1,116,1.2,Lapsed,Sci-Fi,45500,Post-Implementation,10,Lapsed
520,Jammal,Juanes,jjuanesef@weibo.com,889-403-7132,Gold,75,04/06/2022,26/10/2024,2,1426,2.3,Lapsed,Drama,45591,Pre-Implementation,1,Lapsed
521,Livy,Pickrell,lpickrelleg@apache.org,764-104-4122,Bronze,735,03/02/2023,05/02/2024,6,1090,2.9,Reactivated,Comedy,45327,Implementation,8,Reactivated
522,Celestine,Zywicki,czywickieh@yellowpages.com,888-135-1799,Silver,512,05/01/2023,08/01/2024,4,701,2.9,Active,Documentary,45299,Implementation,5,Active
523,Rasla,Fossey,rfosseyei@dyndns.org,695-342-1258,Silver,942,28/03/2023,16/04/2024,1,853,2.6,Active,Thriller,45398,Implementation,7,Active
524,Marchelle,Gault,mgaultej@cdc.gov,392-952-3898,Bronze,622,09/05/2024,02/05/2024,5,1830,1.7,Active,Family,45452,Post-Implementation,3,Active
525,Christoper,Domerque,cdomerqueek@reverbnation.com,444-729-2995,Bronze,837,25/02/2023,19/11/2024,1,1563,2.9,Active,Action,45615,Implementation,3,Active
526,Rodge,Trehearne,rtrehearneel@phoca.cz,785-425-2293,Silver,585,08/02/2024,10/08/2024,2,1760,1.8,Reactivated,Horror,45514,Post-Implementation,9,Reactivated
527,Addi,Cheel,acheelem@tiny.cc,994-341-6426,Silver,265,02/05/2023,21/08/2024,5,1530,1,Active,Family,45525,Implementation,7,Active
528,Devina,Gulc,dgulcen@ow.ly,808-256-3835,Gold,374,29/10/2022,09/09/2024,3,311,1.3,Reactivated,Horror,45544,Pre-Implementation,9,Reactivated
529,Norma,Emmer,nemmereo@google.es,563-572-1303,Silver,346,14/03/2024,06/03/2024,1,1935,0.6,Active,Sci-Fi,45396,Post-Implementation,4,Active
530,Malina,Fritz,mfritzep@quantcast.com,233-287-9119,Silver,474,31/05/2024,30/07/2024,1,826,0.2,Active,Documentary,45503,Post-Implementation,5,Active
531,Felicia,Canning,fcanningeq@scientificamerican.com,941-285-0899,Gold,496,04/12/2024,18/02/2024,4,1520,2.6,Active,Sci-Fi,45661,Post-Implementation,5,Active
532,Sidonnie,Bow,sbower@narod.ru,447-868-6687,Bronze,109,03/10/2024,10/07/2024,7,1164,1,Active,Drama,45599,Post-Implementation,2,Active
533,Patty,Feaviour,pfeavioures@zdnet.com,416-391-4472,Gold,113,23/12/2024,16/01/2024,4,1510,2.3,Active,Horror,45680,Post-Implementation,2,Active
534,Lorin,Blacket,lblacketet@newsvine.com,912-319-4074,Silver,65,14/07/2024,22/07/2024,7,162,0.8,Active,Family,45495,Post-Implementation,5,Active
535,Charlotta,Banaszczyk,cbanaszczykeu@reuters.com,691-463-2738,Gold,734,08/03/2024,24/04/2024,4,1614,2.9,Active,Sci-Fi,45406,Post-Implementation,3,Active
536,Stuart,Yvon,syvonev@a8.net,977-700-3003,Silver,124,25/02/2023,04/09/2024,6,1462,1.8,Active,Family,45539,Implementation,6,Active
537,Stanleigh,Blackway,sblackwayew@amazon.de,673-754-7748,Gold,834,27/10/2023,13/02/2024,4,686,1.2,Lapsed,Documentary,45335,Post-Implementation,10,Lapsed
538,Mallory,Deegin,mdeeginex@nationalgeographic.com,436-222-9066,Bronze,59,14/03/2024,15/10/2024,5,1189,0.2,Active,Action,45580,Post-Implementation,4,Active
539,Willie,Skittrall,wskittralley@discuz.net,503-991-1187,Gold,615,09/06/2022,04/12/2024,2,1716,2.8,Lapsed,Comedy,45630,Pre-Implementation,6,Lapsed
540,Seana,Biffin,sbiffinez@nhs.uk,196-995-1071,Silver,832,26/01/2024,26/07/2024,5,287,3.7,Lapsed,Family,45499,Post-Implementation,10,Lapsed
541,Tobin,Conrath,tconrathf0@europa.eu,193-775-5554,Silver,156,16/04/2023,24/07/2024,6,563,1.3,Active,Drama,45497,Implementation,3,Active
542,Bibi,French,bfrenchf1@reference.com,181-836-6466,Silver,631,25/02/2022,23/08/2024,6,180,2.4,Lapsed,Documentary,45527,Pre-Implementation,4,Lapsed
543,Gilbert,Hatchman,ghatchmanf2@typepad.com,672-809-0130,Silver,261,11/09/2023,12/09/2024,6,1121,1.2,Lapsed,Sci-Fi,45547,Post-Implementation,10,Lapsed
544,Leanora,Derrell,lderrellf3@digg.com,682-405-6596,Silver,587,21/07/2024,10/11/2024,5,80,0.5,Active,Action,45606,Post-Implementation,6,Active
545,Sandi,Killingbeck,skillingbeckf4@illinois.edu,115-196-0399,Gold,470,26/12/2024,29/04/2024,5,845,3.5,Active,Sci-Fi,45683,Post-Implementation,6,Active
546,Ilyssa,Haward,ihawardf5@surveymonkey.com,424-319-6166,Gold,916,19/08/2022,22/02/2024,6,1538,1.4,Reactivated,Family,45344,Pre-Implementation,9,Reactivated
547,Fidelia,Dearle,fdearlef6@zdnet.com,910-492-8475,Silver,750,21/06/2023,02/01/2024,6,970,0.5,Active,Family,45293,Implementation,6,Active
548,Jewel,Vaughn,jvaughnf7@usa.gov,362-670-9516,Gold,461,11/11/2024,29/10/2024,2,1353,0.2,Active,Sci-Fi,45637,Post-Implementation,5,Active
549,Hershel,Livingston,hlivingstonf8@friendfeed.com,672-556-0675,Silver,965,10/01/2023,11/05/2024,1,1603,3.2,Reactivated,Documentary,45423,Implementation,8,Reactivated
550,Dulcinea,Mulcock,dmulcockf9@reuters.com,485-898-5581,Silver,580,27/03/2023,07/02/2024,2,659,1.6,Reactivated,Documentary,45329,Implementation,9,Reactivated
551,Dana,Andrysek,dandrysekfa@lulu.com,420-384-7795,Silver,102,26/12/2023,10/02/2024,2,398,2.4,Active,Comedy,45332,Post-Implementation,3,Active
552,Carmine,Moyles,cmoylesfb@devhub.com,440-179-0384,Gold,582,03/07/2022,04/01/2024,2,289,2.3,Reactivated,Drama,45295,Pre-Implementation,9,Reactivated
553,Kathye,D'Aubney,kdaubneyfc@nifty.com,616-453-4213,Bronze,869,23/03/2024,15/05/2024,2,1779,3.6,Active,Family,45427,Post-Implementation,2,Active
554,Vachel,Penwright,vpenwrightfd@cnbc.com,277-734-0798,Silver,701,26/07/2023,27/11/2024,4,440,0.7,Active,Horror,45623,Post-Implementation,1,Active
555,Meredeth,Charteris,mcharterisfe@opensource.org,358-900-5759,Silver,424,06/09/2022,29/09/2024,1,268,1.3,Active,Sci-Fi,45564,Pre-Implementation,7,Active
556,Krystalle,Shotbolt,kshotboltff@last.fm,567-642-6682,Bronze,440,23/08/2024,31/05/2024,5,427,0.9,Active,Sci-Fi,45558,Post-Implementation,1,Active
557,Hussein,Ondrasek,hondrasekfg@nih.gov,774-391-8394,Gold,835,07/07/2023,02/02/2024,2,453,2.2,Lapsed,Sci-Fi,45324,Post-Implementation,10,Lapsed
558,Pierce,Gridon,pgridonfh@youtu.be,727-225-4579,Gold,997,20/08/2023,06/04/2024,2,731,0.8,Active,Family,45388,Post-Implementation,5,Active
559,Ophelia,Wain,owainfi@yellowpages.com,927-444-9943,Bronze,388,15/10/2023,10/11/2024,7,786,0.2,Active,Thriller,45606,Post-Implementation,6,Active
560,Galen,Winborn,gwinbornfj@is.gd,812-101-8114,Bronze,214,27/02/2023,10/07/2024,5,1499,2.5,Active,Comedy,45483,Implementation,5,Active
561,Mile,Sor,msorfk@last.fm,678-372-2939,Gold,849,08/08/2023,27/08/2024,4,495,2.3,Active,Comedy,45531,Post-Implementation,3,Active
562,Jessie,Weinham,jweinhamfl@wikispaces.com,748-593-5249,Bronze,197,16/07/2023,11/03/2024,4,845,2.2,Active,Sci-Fi,45362,Post-Implementation,2,Active
563,Boigie,Feldmesser,bfeldmesserfm@nih.gov,727-244-4255,Silver,818,10/09/2024,20/09/2024,3,638,2.3,Active,Action,45555,Post-Implementation,3,Active
564,Malina,Blockey,mblockeyfn@fema.gov,403-849-7997,Silver,447,16/11/2022,29/12/2024,7,1442,0.4,Lapsed,Family,45655,Pre-Implementation,6,Lapsed
565,Bab,Birchenough,bbirchenoughfo@dagondesign.com,719-557-4928,Bronze,841,30/08/2024,05/08/2024,6,153,3.2,Reactivated,Drama,45565,Post-Implementation,9,Reactivated
566,Derek,Uwins,duwinsfp@ftc.gov,162-400-7426,Silver,79,19/09/2023,29/06/2024,5,1596,3.9,Active,Documentary,45472,Post-Implementation,4,Active
567,Torin,Petschel,tpetschelfq@over-blog.com,201-554-7905,Bronze,91,05/01/2022,06/11/2024,1,417,1.1,Active,Horror,45602,Pre-Implementation,8,Active
568,Kelci,Fitzackerley,kfitzackerleyfr@sfgate.com,664-557-9515,Gold,813,30/09/2024,01/09/2024,6,737,1.8,Lapsed,Sci-Fi,45595,Post-Implementation,10,Lapsed
569,Donielle,Twitching,dtwitchingfs@google.it,627-859-9145,Bronze,722,02/02/2023,17/06/2024,1,1479,1.6,Active,Thriller,45460,Implementation,1,Active
570,Hewett,Peeter,hpeeterft@nps.gov,648-490-9601,Gold,894,18/06/2023,06/04/2024,5,656,0.6,Active,Comedy,45388,Implementation,6,Active
571,Tiena,Swallwell,tswallwellfu@hibu.com,713-945-7735,Silver,263,13/03/2022,16/03/2024,7,1886,1.3,Reactivated,Thriller,45367,Pre-Implementation,9,Reactivated
572,Manon,Dogg,mdoggfv@typepad.com,376-590-0959,Silver,51,05/08/2024,16/05/2024,7,840,3.6,Active,Documentary,45540,Post-Implementation,2,Active
573,Aldrich,Seeviour,aseeviourfw@goodreads.com,155-817-2093,Bronze,704,04/05/2023,01/09/2024,5,107,2.5,Active,Sci-Fi,45536,Implementation,5,Active
574,Adelaida,Finley,afinleyfx@reuters.com,826-351-0985,Gold,285,29/09/2023,22/01/2024,2,1369,2.5,Active,Drama,45313,Post-Implementation,5,Active
575,Heindrick,Renoden,hrenodenfy@illinois.edu,530-927-4735,Gold,779,29/03/2022,08/08/2024,5,1673,1.7,Reactivated,Documentary,45512,Pre-Implementation,9,Reactivated
576,Dennie,Whybrow,dwhybrowfz@ovh.net,522-213-9922,Bronze,687,08/05/2024,19/06/2024,2,296,3.2,Active,Thriller,45462,Post-Implementation,2,Active
577,Anthiathia,Neat,aneatg0@newyorker.com,324-380-5001,Silver,634,29/09/2022,01/06/2024,7,754,3.4,Lapsed,Thriller,45444,Pre-Implementation,4,Lapsed
578,Frederica,Bouda,fboudag1@craigslist.org,555-945-9411,Bronze,451,18/08/2024,06/12/2024,3,1682,1.7,Active,Action,45632,Post-Implementation,5,Active
579,Hamish,Morefield,hmorefieldg2@yolasite.com,297-589-2926,Bronze,892,16/09/2023,01/06/2024,4,1389,1.4,Active,Family,45444,Post-Implementation,4,Active
580,Tasha,Summerskill,tsummerskillg3@csmonitor.com,693-945-8200,Bronze,932,17/11/2023,28/10/2024,5,1294,0.1,Active,Documentary,45593,Post-Implementation,8,Active
581,Stanton,Denton,sdentong4@devhub.com,770-217-7004,Silver,149,02/12/2024,22/03/2024,3,1316,1.4,Active,Drama,45659,Post-Implementation,8,Active
582,Christiana,Salter,csalterg5@prlog.org,252-743-5821,Bronze,424,11/06/2022,12/04/2024,7,691,3.4,Lapsed,Family,45394,Pre-Implementation,3,Lapsed
583,Gustavus,Sorley,gsorleyg6@sakura.ne.jp,505-664-2453,Gold,345,09/08/2024,28/03/2024,4,1240,3.7,Active,Action,45544,Post-Implementation,6,Active
584,Georgeta,Vasyutochkin,gvasyutochking7@yellowpages.com,430-462-5274,Silver,671,07/08/2024,04/07/2024,6,528,2.4,Active,Family,45542,Post-Implementation,6,Active
585,Toddie,Eloi,teloig8@last.fm,190-985-1253,Bronze,463,12/02/2024,25/01/2024,1,1805,1.5,Active,Documentary,45363,Post-Implementation,6,Active
586,Karoline,Nizard,knizardg9@surveymonkey.com,479-205-7403,Bronze,199,05/11/2023,02/01/2024,1,299,2.9,Active,Family,45293,Post-Implementation,6,Active
587,Ulysses,Millmoe,umillmoega@epa.gov,694-622-0032,Gold,576,01/11/2024,27/07/2024,2,1722,2.4,Active,Comedy,45627,Post-Implementation,5,Active
588,Renato,Doak,rdoakgb@youku.com,941-636-3710,Bronze,847,28/03/2024,23/10/2024,2,823,4,Active,Family,45588,Post-Implementation,5,Active
589,Constantine,Kolis,ckolisgc@house.gov,767-839-7255,Bronze,812,08/07/2023,01/05/2024,4,174,3.3,Reactivated,Documentary,45413,Post-Implementation,9,Reactivated
590,Rancell,Aherne,rahernegd@un.org,775-663-0819,Bronze,887,10/03/2023,11/09/2024,4,513,2,Active,Family,45546,Implementation,2,Active
591,Aundrea,Vannar,avannarge@ameblo.jp,237-106-8289,Silver,933,16/08/2022,13/10/2024,7,634,3.2,Lapsed,Horror,45578,Pre-Implementation,6,Lapsed
592,Cyb,Lorenzetti,clorenzettigf@rediff.com,162-868-8571,Silver,839,23/08/2024,23/02/2024,3,1333,2.5,Active,Horror,45558,Post-Implementation,7,Active
593,Hester,Daggett,hdaggettgg@yale.edu,540-458-4974,Silver,250,01/03/2023,16/08/2024,1,777,3,Active,Comedy,45520,Implementation,4,Active
594,Curran,Jouhning,cjouhninggh@liveinternet.ru,514-429-1422,Silver,126,10/07/2023,16/01/2024,7,1413,3.1,Active,Sci-Fi,45307,Post-Implementation,5,Active
595,Hunfredo,Ehrat,hehratgi@theguardian.com,469-903-7630,Gold,71,13/11/2022,20/06/2024,7,993,3.5,Lapsed,Thriller,45463,Pre-Implementation,4,Lapsed
596,Roxi,Kmicicki,rkmicickigj@bloglines.com,138-616-9824,Silver,501,15/05/2022,17/09/2024,5,828,3.7,Lapsed,Sci-Fi,45552,Pre-Implementation,1,Lapsed
597,Cornie,Fawks,cfawksgk@upenn.edu,294-903-1738,Silver,777,02/05/2022,21/07/2024,7,468,1.2,Lapsed,Drama,45494,Pre-Implementation,5,Lapsed
598,Lanny,Tremain,ltremaingl@pbs.org,889-453-0626,Silver,711,19/11/2023,28/02/2024,4,1571,2.4,Active,Sci-Fi,45350,Post-Implementation,7,Active
599,Manny,Hamberston,mhamberstongm@123-reg.co.uk,691-448-0990,Gold,688,24/08/2023,31/07/2024,1,829,3.9,Active,Drama,45504,Post-Implementation,3,Active
600,Helen,Mullineux,hmullineuxgn@phpbb.com,909-883-2039,Silver,725,23/11/2022,03/10/2024,6,328,1.2,Reactivated,Action,45568,Pre-Implementation,10,Reactivated
601,Boris,Topham,btophamgo@cdc.gov,629-325-2829,Silver,413,18/07/2023,14/03/2024,2,209,0.4,Active,Drama,45365,Post-Implementation,7,Active
602,Augustine,McKeag,amckeaggp@printfriendly.com,650-991-4261,Gold,648,01/10/2024,24/02/2024,5,590,2.2,Active,Drama,45597,Post-Implementation,8,Active
603,Demetri,Febvre,dfebvregq@nba.com,826-920-3094,Silver,809,26/01/2022,12/10/2024,5,275,2.1,Active,Sci-Fi,45577,Pre-Implementation,8,Active
604,Morganica,Limeburn,mlimeburngr@yelp.com,462-390-6631,Silver,86,10/01/2023,21/06/2024,6,1767,2.9,Lapsed,Comedy,45464,Implementation,10,Lapsed
605,Lacie,Spoerl,lspoerlgs@goo.ne.jp,551-786-7350,Silver,531,23/07/2022,05/01/2024,7,273,3.2,Active,Drama,45296,Pre-Implementation,7,Active
606,Rustie,Earney,rearneygt@pcworld.com,313-795-7126,Silver,138,18/05/2024,08/09/2024,2,322,1.6,Active,Sci-Fi,45543,Post-Implementation,4,Active
607,Cammy,Duligal,cduligalgu@nymag.com,871-534-3928,Silver,716,02/11/2023,27/03/2024,6,1049,3.6,Active,Drama,45378,Post-Implementation,2,Active
608,Orelia,McGeagh,omcgeaghgv@uiuc.edu,486-658-0281,Bronze,630,08/02/2024,03/09/2024,3,300,2.5,Active,Sci-Fi,45538,Post-Implementation,2,Active
609,Darren,Fey,dfeygw@blogspot.com,379-193-8172,Bronze,517,02/04/2022,17/04/2024,6,1180,1.6,Lapsed,Drama,45399,Pre-Implementation,4,Lapsed
610,Cortie,Hold,choldgx@privacy.gov.au,666-803-1111,Gold,907,08/05/2023,30/03/2024,3,452,0.6,Active,Comedy,45381,Implementation,3,Active
611,Felita,Dat,fdatgy@ucoz.ru,408-323-1710,Bronze,318,30/06/2024,23/05/2024,7,332,3.4,Lapsed,Action,45503,Post-Implementation,10,Lapsed
612,Spence,Kwietek,skwietekgz@taobao.com,101-463-9622,Silver,491,10/04/2022,11/05/2024,5,782,0.2,Lapsed,Action,45423,Pre-Implementation,5,Lapsed
613,Frederich,Mawer,fmawerh0@furl.net,329-382-1057,Gold,125,31/07/2022,26/08/2024,1,1387,3.6,Lapsed,Drama,45530,Pre-Implementation,3,Lapsed
614,Kellyann,Barnett,kbarnetth1@dailymotion.com,792-932-0457,Silver,682,21/01/2023,30/08/2024,4,750,0.4,Active,Family,45534,Implementation,2,Active
615,Leslie,Bere,lbereh2@imageshack.us,450-578-7569,Silver,939,18/06/2023,09/10/2024,6,267,3.8,Active,Horror,45574,Implementation,2,Active
616,Genevra,Beining,gbeiningh3@nsw.gov.au,679-878-9967,Silver,213,05/08/2022,13/04/2024,5,1235,1.2,Reactivated,Horror,45395,Pre-Implementation,10,Reactivated
617,Demeter,Jachimczak,djachimczakh4@timesonline.co.uk,954-773-2497,Bronze,677,15/09/2023,24/06/2024,6,1226,0.7,Active,Action,45467,Post-Implementation,6,Active
618,Dory,Hailston,dhailstonh5@networksolutions.com,928-141-2139,Gold,903,30/04/2023,15/03/2024,3,387,2.2,Active,Family,45366,Implementation,2,Active
619,Shirlee,Loyd,sloydh6@tamu.edu,364-984-2608,Bronze,507,02/07/2022,27/06/2024,4,1395,0.5,Lapsed,Thriller,45470,Pre-Implementation,5,Lapsed
620,Hatty,Grzelak,hgrzelakh7@xrea.com,321-803-0168,Silver,71,01/06/2024,02/03/2024,1,172,3.1,Lapsed,Action,45474,Post-Implementation,10,Lapsed
621,Jacky,Sidle,jsidleh8@scientificamerican.com,453-969-8666,Silver,982,29/02/2024,01/10/2024,5,1285,3.2,Active,Drama,45566,Post-Implementation,3,Active
622,Torrence,Barsam,tbarsamh9@privacy.gov.au,789-831-2992,Silver,825,04/07/2024,24/04/2024,1,990,2.7,Reactivated,Thriller,45508,Post-Implementation,9,Reactivated
623,Claudelle,Boyer,cboyerha@ow.ly,599-185-9939,Gold,885,24/07/2023,29/03/2024,5,237,0.2,Active,Documentary,45380,Post-Implementation,1,Active
624,Faye,Michelotti,fmichelottihb@eventbrite.com,220-847-9731,Silver,82,15/01/2022,15/06/2024,7,1309,1.5,Lapsed,Sci-Fi,45458,Pre-Implementation,2,Lapsed
625,Nerti,O'Cahill,nocahillhc@nsw.gov.au,367-843-4066,Gold,467,23/02/2022,22/08/2024,6,920,3.5,Lapsed,Sci-Fi,45526,Pre-Implementation,3,Lapsed
626,Orella,Anthona,oanthonahd@xing.com,792-254-1470,Gold,342,12/02/2023,15/05/2024,2,152,0.7,Lapsed,Horror,45427,Implementation,10,Lapsed
627,Sianna,Ciepluch,sciepluchhe@google.fr,568-702-3260,Gold,367,08/03/2022,13/07/2024,2,458,3.8,Lapsed,Family,45486,Pre-Implementation,2,Lapsed
628,Clarette,Ebrall,cebrallhf@amazon.co.jp,790-803-5626,Gold,118,27/01/2024,21/01/2024,2,1619,2.9,Active,Thriller,45349,Post-Implementation,5,Active
629,Fransisco,Coates,fcoateshg@narod.ru,313-872-1239,Gold,56,27/04/2022,22/09/2024,4,471,1.6,Active,Thriller,45557,Pre-Implementation,7,Active
630,Charley,Powles,cpowleshh@pagesperso-orange.fr,211-839-9720,Gold,464,19/07/2024,19/05/2024,6,1710,3.2,Active,Comedy,45523,Post-Implementation,6,Active
631,Jay,Caulwell,jcaulwellhi@answers.com,467-444-8337,Bronze,579,06/05/2024,23/07/2024,4,506,2.8,Active,Action,45496,Post-Implementation,7,Active
632,Nelly,Gibson,ngibsonhj@webeden.co.uk,271-236-2183,Gold,762,11/02/2024,04/08/2024,5,1169,0.6,Reactivated,Sci-Fi,45508,Post-Implementation,9,Reactivated
633,Alonzo,Lambal,alambalhk@so-net.ne.jp,525-389-5854,Silver,407,12/02/2023,06/05/2024,6,1456,0.3,Active,Thriller,45418,Implementation,4,Active
